"x","y","krill"
-125.85,44.75,8.63684177398682
-125.85,44.65,8.74905395507812
-125.85,44.55,8.61727237701416
-125.85,44.45,8.59938812255859
-125.85,44.35,8.64891052246094
-125.85,44.25,8.767165184021
-125.85,44.15,8.9742956161499
-125.85,44.05,8.89591312408447
-125.85,43.95,8.8874568939209
-125.85,43.85,8.8856086730957
-125.85,43.75,8.9152364730835
-125.85,43.65,9.06235408782959
-125.85,43.55,8.85448455810547
-125.85,43.45,8.87531661987305
-125.85,43.35,9.07012462615967
-125.85,43.25,8.982253074646
-125.85,43.15,9.01452445983887
-125.85,43.05,9.0339822769165
-125.85,42.95,9.12931060791016
-125.85,42.85,9.18664741516113
-125.85,42.75,9.30068111419678
-125.85,42.65,9.34147357940674
-125.85,42.55,9.44505882263184
-125.85,42.45,9.5083703994751
-125.85,42.35,9.56159496307373
-125.85,42.25,9.6975154876709
-125.85,42.15,9.75743961334229
-125.85,42.05,9.73787879943848
-125.85,41.95,9.75446319580078
-125.85,41.85,9.78768825531006
-125.85,41.75,9.75192070007324
-125.85,41.65,9.41649436950684
-125.85,41.55,9.57432174682617
-125.85,41.45,9.77412033081055
-125.85,41.35,9.77902126312256
-125.85,41.25,9.91202640533447
-125.85,41.15,9.82491397857666
-125.85,41.05,9.86367416381836
-125.85,40.95,10.1924409866333
-125.85,40.85,9.96825790405273
-125.85,40.75,9.98042583465576
-125.85,40.65,9.70521640777588
-125.85,40.55,9.90456771850586
-125.85,40.45,9.88427448272705
-125.85,40.35,9.8830623626709
-125.85,40.25,9.76540374755859
-125.85,40.15,9.90005874633789
-125.85,40.05,9.87371253967285
-125.85,39.95,10.0762929916382
-125.85,39.85,9.58523464202881
-125.85,39.75,9.38454055786133
-125.85,39.65,9.24503707885742
-125.85,39.55,9.28701972961426
-125.75,47.95,7.68672513961792
-125.75,47.85,9.46411228179932
-125.75,47.75,9.52111911773682
-125.75,47.65,9.0370979309082
-125.75,47.55,8.29802989959717
-125.75,47.45,8.1338939666748
-125.75,47.35,8.32011890411377
-125.75,47.25,8.2377758026123
-125.75,47.15,8.19493675231934
-125.75,47.05,8.26022148132324
-125.75,46.95,8.30308818817139
-125.75,46.85,9.13406085968018
-125.75,46.75,9.12837409973145
-125.75,46.65,9.0714693069458
-125.75,46.55,9.0399751663208
-125.75,46.45,9.28179359436035
-125.75,46.35,9.16806983947754
-125.75,46.25,9.15724849700928
-125.75,46.15,9.0424747467041
-125.75,46.05,9.60960102081299
-125.75,45.95,9.5678014755249
-125.75,45.85,9.39592933654785
-125.75,45.75,9.68548965454102
-125.75,45.65,9.71835899353027
-125.75,45.55,9.66123485565186
-125.75,45.45,9.5191240310669
-125.75,45.35,9.46697521209717
-125.75,45.25,9.42500877380371
-125.75,45.15,9.28761196136475
-125.75,45.05,8.87003231048584
-125.75,44.95,8.6547966003418
-125.75,44.85,8.61852359771729
-125.75,44.75,8.5884199142456
-125.75,44.65,8.7581958770752
-125.75,44.55,8.57801246643066
-125.75,44.45,7.93602800369263
-125.75,44.35,7.94085645675659
-125.75,44.25,8.61834335327148
-125.75,44.15,8.95423793792725
-125.75,44.05,8.94284248352051
-125.75,43.95,8.89638137817383
-125.75,43.85,8.89289665222168
-125.75,43.75,8.98866558074951
-125.75,43.65,8.98467445373535
-125.75,43.55,8.99498558044434
-125.75,43.45,8.95471954345703
-125.75,43.35,8.96376037597656
-125.75,43.25,9.02531433105469
-125.75,43.15,8.98340702056885
-125.75,43.05,9.02181148529053
-125.75,42.95,9.10424709320068
-125.75,42.85,9.1396598815918
-125.75,42.75,9.20430564880371
-125.75,42.65,9.31330394744873
-125.75,42.55,9.40950298309326
-125.75,42.45,9.52390670776367
-125.75,42.35,9.5764102935791
-125.75,42.25,9.61266136169434
-125.75,42.15,9.76129341125488
-125.75,42.05,9.78368473052979
-125.75,41.95,9.83314990997314
-125.75,41.85,9.81543636322021
-125.75,41.75,9.58955097198486
-125.75,41.65,9.46108055114746
-125.75,41.55,9.59923362731934
-125.75,41.45,9.73121356964111
-125.75,41.35,9.86291122436523
-125.75,41.25,9.89777374267578
-125.75,41.15,9.82264041900635
-125.75,41.05,9.80466175079346
-125.75,40.95,9.76985836029053
-125.75,40.85,9.64975643157959
-125.75,40.75,9.65385627746582
-125.75,40.65,9.69956684112549
-125.75,40.55,9.92508125305176
-125.75,40.45,9.93735313415527
-125.75,40.35,9.8604154586792
-125.75,40.25,9.82470512390137
-125.75,40.15,9.82286262512207
-125.75,40.05,9.79055690765381
-125.75,39.95,10.046049118042
-125.75,39.85,9.71188640594482
-125.75,39.75,9.41261196136475
-125.75,39.65,9.33462905883789
-125.75,39.55,9.30757522583008
-125.75,39.45,9.38847255706787
-125.65,47.95,7.36283493041992
-125.65,47.85,9.10231304168701
-125.65,47.75,9.47878265380859
-125.65,47.65,9.01618480682373
-125.65,47.55,8.2270565032959
-125.65,47.45,8.12039375305176
-125.65,47.35,8.0640172958374
-125.65,47.25,8.01212882995605
-125.65,47.15,8.02902221679688
-125.65,47.05,8.22780323028564
-125.65,46.95,8.7679271697998
-125.65,46.85,8.95617198944092
-125.65,46.75,8.93229007720947
-125.65,46.65,8.89686012268066
-125.65,46.55,9.17471790313721
-125.65,46.45,9.3328332901001
-125.65,46.35,9.45065212249756
-125.65,46.25,9.4114351272583
-125.65,46.15,9.26807022094727
-125.65,46.05,9.79714584350586
-125.65,45.95,9.74352169036865
-125.65,45.85,9.77694892883301
-125.65,45.75,9.32988452911377
-125.65,45.65,9.71310234069824
-125.65,45.55,9.6954870223999
-125.65,45.45,9.52725982666016
-125.65,45.35,9.46213436126709
-125.65,45.25,9.42371559143066
-125.65,45.15,9.12447357177734
-125.65,45.05,8.80765438079834
-125.65,44.95,8.65628433227539
-125.65,44.85,8.60746955871582
-125.65,44.75,8.58553791046143
-125.65,44.65,8.78229713439941
-125.65,44.55,7.98012447357178
-125.65,44.45,7.93325471878052
-125.65,44.35,7.90387630462646
-125.65,44.25,8.5914421081543
-125.65,44.15,8.91987895965576
-125.65,44.05,8.96662712097168
-125.65,43.95,8.90174007415771
-125.65,43.85,8.9352560043335
-125.65,43.75,8.96637535095215
-125.65,43.65,9.01560115814209
-125.65,43.55,9.0197114944458
-125.65,43.45,9.1670618057251
-125.65,43.35,9.11426162719727
-125.65,43.25,9.04550743103027
-125.65,43.15,9.03403949737549
-125.65,43.05,8.97341251373291
-125.65,42.95,9.07824420928955
-125.65,42.85,9.09724998474121
-125.65,42.75,9.19590854644775
-125.65,42.65,9.24401473999023
-125.65,42.55,9.38005256652832
-125.65,42.45,9.4741792678833
-125.65,42.35,9.53766059875488
-125.65,42.25,9.55038642883301
-125.65,42.15,9.70776557922363
-125.65,42.05,9.77906036376953
-125.65,41.95,9.86736011505127
-125.65,41.85,9.83233165740967
-125.65,41.75,9.50461864471436
-125.65,41.65,9.53473472595215
-125.65,41.55,9.61288642883301
-125.65,41.45,9.72743797302246
-125.65,41.35,9.91356945037842
-125.65,41.25,9.86104393005371
-125.65,41.15,9.82705783843994
-125.65,41.05,9.81766319274902
-125.65,40.95,9.76509857177734
-125.65,40.85,9.63238716125488
-125.65,40.75,9.57414817810059
-125.65,40.65,9.65916442871094
-125.65,40.55,9.95851612091064
-125.65,40.45,9.9022388458252
-125.65,40.35,9.81562614440918
-125.65,40.25,9.84984874725342
-125.65,40.15,9.80685710906982
-125.65,40.05,9.99868679046631
-125.65,39.95,10.0153503417969
-125.65,39.85,9.62459945678711
-125.65,39.75,9.60790061950684
-125.65,39.65,9.35559749603271
-125.65,39.55,9.23572635650635
-125.65,39.45,9.2319860458374
-125.65,39.35,9.58471012115479
-125.55,47.95,5.97468090057373
-125.55,47.85,8.8615312576294
-125.55,47.75,9.34578895568848
-125.55,47.65,8.96239185333252
-125.55,47.55,8.2016429901123
-125.55,47.45,8.25555038452148
-125.55,47.35,8.21188354492188
-125.55,47.25,8.02963924407959
-125.55,47.15,8.06834125518799
-125.55,47.05,8.74254131317139
-125.55,46.95,8.84569835662842
-125.55,46.85,8.88930892944336
-125.55,46.75,8.87939929962158
-125.55,46.65,9.0920295715332
-125.55,46.55,9.23602771759033
-125.55,46.45,9.26682758331299
-125.55,46.35,9.49287223815918
-125.55,46.25,9.45007419586182
-125.55,46.15,9.20488357543945
-125.55,46.05,9.63545894622803
-125.55,45.95,9.75010967254639
-125.55,45.85,9.78428268432617
-125.55,45.75,9.44868183135986
-125.55,45.65,9.40780925750732
-125.55,45.55,9.81206607818604
-125.55,45.45,9.65694999694824
-125.55,45.35,9.58620262145996
-125.55,45.25,9.4853343963623
-125.55,45.15,9.01992321014404
-125.55,45.05,8.85606288909912
-125.55,44.95,8.80867958068848
-125.55,44.85,8.75547885894775
-125.55,44.75,8.82724380493164
-125.55,44.65,8.98471069335938
-125.55,44.55,8.10701274871826
-125.55,44.45,8.11846160888672
-125.55,44.35,8.10715866088867
-125.55,44.25,8.84002113342285
-125.55,44.15,9.02170753479004
-125.55,44.05,9.1342191696167
-125.55,43.95,9.12466812133789
-125.55,43.85,9.13678073883057
-125.55,43.75,9.16157054901123
-125.55,43.65,9.18002605438232
-125.55,43.55,9.2643346786499
-125.55,43.45,9.29806518554688
-125.55,43.35,9.29601669311523
-125.55,43.25,9.31945896148682
-125.55,43.15,9.26974296569824
-125.55,43.05,9.0634765625
-125.55,42.95,9.02617073059082
-125.55,42.85,9.04586315155029
-125.55,42.75,9.18286228179932
-125.55,42.65,9.22603034973145
-125.55,42.55,9.34475612640381
-125.55,42.45,9.40894031524658
-125.55,42.35,9.35250473022461
-125.55,42.25,9.41894435882568
-125.55,42.15,9.58016681671143
-125.55,42.05,9.69425296783447
-125.55,41.95,9.85811042785645
-125.55,41.85,9.85197925567627
-125.55,41.75,9.61564826965332
-125.55,41.65,9.59188270568848
-125.55,41.55,9.71169185638428
-125.55,41.45,9.73340702056885
-125.55,41.35,9.91147994995117
-125.55,41.25,9.87186622619629
-125.55,41.15,9.86067199707031
-125.55,41.05,9.83986663818359
-125.55,40.95,9.75427722930908
-125.55,40.85,9.66469573974609
-125.55,40.75,9.61710071563721
-125.55,40.65,9.56453227996826
-125.55,40.55,9.91597843170166
-125.55,40.45,9.87479782104492
-125.55,40.35,9.72301197052002
-125.55,40.25,9.83358478546143
-125.55,40.15,9.7312822341919
-125.55,40.05,10.0671434402466
-125.55,39.95,10.0674600601196
-125.55,39.85,9.62656879425049
-125.55,39.75,9.62088680267334
-125.55,39.65,9.56750392913818
-125.55,39.55,9.22272491455078
-125.55,39.45,9.19081115722656
-125.55,39.35,9.24534606933594
-125.55,39.25,9.55005741119385
-125.55,39.15,9.36269855499268
-125.55,39.05,9.27427577972412
-125.45,47.95,6.97869968414307
-125.45,47.85,8.88525485992432
-125.45,47.75,9.01395988464355
-125.45,47.65,8.94440937042236
-125.45,47.55,8.17650985717773
-125.45,47.45,8.25947856903076
-125.45,47.35,8.22846984863281
-125.45,47.25,8.2351884841919
-125.45,47.15,8.24779033660889
-125.45,47.05,8.8842248916626
-125.45,46.95,9.05695343017578
-125.45,46.85,9.10959720611572
-125.45,46.75,9.04353046417236
-125.45,46.65,9.0637731552124
-125.45,46.55,9.27282333374023
-125.45,46.45,9.2285852432251
-125.45,46.35,9.48903369903564
-125.45,46.25,9.44676399230957
-125.45,46.15,9.20565319061279
-125.45,46.05,9.65497303009033
-125.45,45.95,9.78004837036133
-125.45,45.85,9.73676300048828
-125.45,45.75,9.74390983581543
-125.45,45.65,9.38491439819336
-125.45,45.55,9.32827758789062
-125.45,45.45,9.18465805053711
-125.45,45.35,9.10569095611572
-125.45,45.25,9.09800720214844
-125.45,45.15,8.97897434234619
-125.45,45.05,8.82271003723145
-125.45,44.95,8.7675666809082
-125.45,44.85,8.80157375335693
-125.45,44.75,8.92889213562012
-125.45,44.65,8.9999475479126
-125.45,44.55,8.15263271331787
-125.45,44.45,8.16094589233398
-125.45,44.35,8.78491687774658
-125.45,44.25,9.00301170349121
-125.45,44.15,9.03514099121094
-125.45,44.05,9.17212772369385
-125.45,43.95,9.13069915771484
-125.45,43.85,9.06642532348633
-125.45,43.75,9.1455717086792
-125.45,43.65,9.22405433654785
-125.45,43.55,9.28145885467529
-125.45,43.45,9.42607688903809
-125.45,43.35,9.34812259674072
-125.45,43.25,9.30510807037354
-125.45,43.15,9.26700401306152
-125.45,43.05,9.25051689147949
-125.45,42.95,9.25878810882568
-125.45,42.85,9.25094127655029
-125.45,42.75,9.22921943664551
-125.45,42.65,9.01290416717529
-125.45,42.55,9.14761638641357
-125.45,42.45,9.24243927001953
-125.45,42.35,9.24936962127686
-125.45,42.25,9.48730182647705
-125.45,42.15,9.68097496032715
-125.45,42.05,9.7449893951416
-125.45,41.95,10.0479135513306
-125.45,41.85,10.0807600021362
-125.45,41.75,9.94821071624756
-125.45,41.65,9.65318202972412
-125.45,41.55,9.631667137146
-125.45,41.45,9.66622161865234
-125.45,41.35,9.93756484985352
-125.45,41.25,9.92379665374756
-125.45,41.15,9.87097263336182
-125.45,41.05,9.85397529602051
-125.45,40.95,9.83720588684082
-125.45,40.85,9.61995697021484
-125.45,40.75,9.56523323059082
-125.45,40.65,9.5975751876831
-125.45,40.55,9.90714740753174
-125.45,40.45,9.97119617462158
-125.45,40.35,10.0556859970093
-125.45,40.25,9.84674072265625
-125.45,40.15,9.76120471954346
-125.45,40.05,10.2013235092163
-125.45,39.95,10.1686744689941
-125.45,39.85,9.76877117156982
-125.45,39.75,9.64434146881104
-125.45,39.65,9.54640960693359
-125.45,39.55,9.40964889526367
-125.45,39.45,9.09638500213623
-125.45,39.35,9.12865257263184
-125.45,39.25,9.21479606628418
-125.45,39.15,9.33789157867432
-125.45,39.05,9.37458610534668
-125.45,38.95,9.77293300628662
-125.45,38.85,9.93744373321533
-125.45,38.75,9.91002178192139
-125.35,47.95,7.27628946304321
-125.35,47.85,9.08613300323486
-125.35,47.75,8.84579086303711
-125.35,47.65,8.90933704376221
-125.35,47.55,8.20867347717285
-125.35,47.45,8.2399091720581
-125.35,47.35,8.21524524688721
-125.35,47.25,8.1839427947998
-125.35,47.15,8.23181629180908
-125.35,47.05,8.37120723724365
-125.35,46.95,8.94072151184082
-125.35,46.85,9.13509464263916
-125.35,46.75,9.125807762146
-125.35,46.65,9.02950572967529
-125.35,46.55,9.2757625579834
-125.35,46.45,9.2165641784668
-125.35,46.35,9.41909790039062
-125.35,46.25,9.44595432281494
-125.35,46.15,9.17419242858887
-125.35,46.05,9.55387687683105
-125.35,45.95,9.67656326293945
-125.35,45.85,9.74018096923828
-125.35,45.75,9.74219799041748
-125.35,45.65,9.2755537033081
-125.35,45.55,9.09930515289307
-125.35,45.45,9.08508682250977
-125.35,45.35,9.00423240661621
-125.35,45.25,8.99085330963135
-125.35,45.15,8.90580558776855
-125.35,45.05,8.86153793334961
-125.35,44.95,9.0004940032959
-125.35,44.85,9.05555057525635
-125.35,44.75,9.14237689971924
-125.35,44.65,9.10271644592285
-125.35,44.55,9.04389381408691
-125.35,44.45,9.12722587585449
-125.35,44.35,9.16692447662354
-125.35,44.25,9.18231296539307
-125.35,44.15,9.26074314117432
-125.35,44.05,9.34088897705078
-125.35,43.95,9.29048252105713
-125.35,43.85,9.16372871398926
-125.35,43.75,9.19450092315674
-125.35,43.65,9.27728843688965
-125.35,43.55,9.27777290344238
-125.35,43.45,9.5270938873291
-125.35,43.35,9.5102014541626
-125.35,43.25,9.50226497650146
-125.35,43.15,9.47963714599609
-125.35,43.05,9.52152442932129
-125.35,42.95,9.52837562561035
-125.35,42.85,9.3619441986084
-125.35,42.75,9.32516479492188
-125.35,42.65,9.26924133300781
-125.35,42.55,9.30638217926025
-125.35,42.45,9.28485298156738
-125.35,42.35,8.98340129852295
-125.35,42.25,8.5576171875
-125.35,42.15,9.42356109619141
-125.35,42.05,9.69430446624756
-125.35,41.95,9.87604522705078
-125.35,41.85,10.145993232727
-125.35,41.75,10.0262365341187
-125.35,41.65,9.94001960754395
-125.35,41.55,9.7922773361206
-125.35,41.45,9.92815399169922
-125.35,41.35,10.0890293121338
-125.35,41.25,10.1442651748657
-125.35,41.15,9.86231136322021
-125.35,41.05,9.8603687286377
-125.35,40.95,9.8423547744751
-125.35,40.85,9.65161323547363
-125.35,40.75,9.56004238128662
-125.35,40.65,9.77307891845703
-125.35,40.55,9.86341094970703
-125.35,40.45,10.1864137649536
-125.35,40.35,10.1353673934937
-125.35,40.25,9.94054508209229
-125.35,40.15,10.0979785919189
-125.35,40.05,10.1698961257935
-125.35,39.95,10.1012182235718
-125.35,39.85,9.76640224456787
-125.35,39.75,9.62990093231201
-125.35,39.65,9.4802303314209
-125.35,39.55,9.36020088195801
-125.35,39.45,9.30699729919434
-125.35,39.35,9.09849739074707
-125.35,39.25,9.14370250701904
-125.35,39.15,9.28738117218018
-125.35,39.05,9.58376407623291
-125.35,38.95,9.7585859298706
-125.35,38.85,9.9034595489502
-125.35,38.75,9.86478900909424
-125.35,38.65,9.39858818054199
-125.35,38.55,9.3358793258667
-125.35,38.45,9.06290340423584
-125.25,47.95,6.27327013015747
-125.25,47.85,9.01663303375244
-125.25,47.75,8.7404613494873
-125.25,47.65,8.79071044921875
-125.25,47.55,8.73033046722412
-125.25,47.45,8.20314693450928
-125.25,47.35,8.15964984893799
-125.25,47.25,8.13915634155273
-125.25,47.15,8.35539531707764
-125.25,47.05,8.76910209655762
-125.25,46.95,8.84461498260498
-125.25,46.85,9.05910968780518
-125.25,46.75,9.19421195983887
-125.25,46.65,9.08765411376953
-125.25,46.55,9.28935813903809
-125.25,46.45,9.25886249542236
-125.25,46.35,9.3751630783081
-125.25,46.25,9.366530418396
-125.25,46.15,9.1910343170166
-125.25,46.05,9.2784833908081
-125.25,45.95,9.67500877380371
-125.25,45.85,9.76428127288818
-125.25,45.75,9.73543357849121
-125.25,45.65,9.52523994445801
-125.25,45.55,9.11974430084229
-125.25,45.45,8.9933671951294
-125.25,45.35,8.93003273010254
-125.25,45.25,8.95331287384033
-125.25,45.15,8.90986156463623
-125.25,45.05,9.0489444732666
-125.25,44.95,9.03025817871094
-125.25,44.85,9.08645153045654
-125.25,44.75,9.03551483154297
-125.25,44.65,8.93067455291748
-125.25,44.55,9.06581687927246
-125.25,44.45,9.09996700286865
-125.25,44.35,9.11215686798096
-125.25,44.25,9.32096099853516
-125.25,44.15,9.33156681060791
-125.25,44.05,9.27734088897705
-125.25,43.95,9.18130207061768
-125.25,43.85,9.03823757171631
-125.25,43.75,8.97734451293945
-125.25,43.65,9.12080669403076
-125.25,43.55,9.27592277526855
-125.25,43.45,9.48220348358154
-125.25,43.35,9.48481464385986
-125.25,43.25,9.48957252502441
-125.25,43.15,9.50514316558838
-125.25,43.05,9.52660655975342
-125.25,42.95,9.54160594940186
-125.25,42.85,9.58675193786621
-125.25,42.75,9.57834815979004
-125.25,42.65,9.62499523162842
-125.25,42.55,9.68188571929932
-125.25,42.45,9.69564723968506
