"x","y","layer"
-124.75,46.85,0.0244999006390572
-124.65,46.85,0.0134830186143517
-124.55,46.85,0.00488384673371911
-124.45,46.85,0.00250559556297958
-124.35,46.85,0.00177606311626732
-124.25,46.85,0.00152209750376642
-131.65,46.75,0.00277687446214259
-131.55,46.75,0.00251450203359127
-131.45,46.75,0.0038597050588578
-131.35,46.75,0.0050276261754334
-131.25,46.75,0.00313274236395955
-131.15,46.75,0.00210533267818391
-131.05,46.75,0.0021790130995214
-130.95,46.75,0.00249832146801054
-130.85,46.75,0.00325941201299429
-130.75,46.75,0.00329506234265864
-130.65,46.75,0.00224255677312613
-130.55,46.75,0.0019096378237009
-130.45,46.75,0.00299460091628134
-130.35,46.75,0.00151393562555313
-130.25,46.75,0.00124759401660413
-130.15,46.75,0.000992303830571473
-130.05,46.75,0.000871701689902693
-129.95,46.75,0.000840695458464324
-129.85,46.75,0.000820344721432775
-129.75,46.75,0.00085735454922542
-129.65,46.75,0.000841346103698015
-129.55,46.75,0.000823683571070433
-129.45,46.75,0.000886608497239649
-129.35,46.75,0.00100606435444206
-129.25,46.75,0.000931061338633299
-129.15,46.75,0.000942734885029495
-129.05,46.75,0.000852678436785936
-128.95,46.75,0.000755034328904003
-128.85,46.75,0.00063984765438363
-128.75,46.75,0.000520172878168523
-128.65,46.75,0.000505416188389063
-128.55,46.75,0.000469368620542809
-128.45,46.75,0.000418758078012615
-128.35,46.75,0.000368998677004129
-128.25,46.75,0.000376783893443644
-128.15,46.75,0.000401343771954998
-128.05,46.75,0.000427926512202248
-127.95,46.75,0.000419883552240208
-127.85,46.75,0.000434059271356091
-127.75,46.75,0.000464927637949586
-127.65,46.75,0.000508292228914797
-127.55,46.75,0.000556600338313729
-127.45,46.75,0.000621870567556471
-127.35,46.75,0.000702890218235552
-127.25,46.75,0.000823674723505974
-127.15,46.75,0.000886995927430689
-127.05,46.75,0.000881189131177962
-126.95,46.75,0.000890988972969353
-126.85,46.75,0.00085512496298179
-126.75,46.75,0.0008048644522205
-126.65,46.75,0.000766206008847803
-126.55,46.75,0.000709644227754325
-126.45,46.75,0.000696425558999181
-126.35,46.75,0.000640554586425424
-126.25,46.75,0.000739143695682287
-126.15,46.75,0.00230122893117368
-126.05,46.75,0.005079778842628
-125.95,46.75,0.00663940003141761
-125.85,46.75,0.00746645638719201
-125.75,46.75,0.00746884103864431
-125.65,46.75,0.00515551446005702
-125.55,46.75,0.00539175420999527
-125.45,46.75,0.00971054658293724
-125.35,46.75,0.0107707222923636
-125.25,46.75,0.0112520633265376
-125.15,46.75,0.014152598567307
-125.05,46.75,0.0156286172568798
-124.95,46.75,0.0135536072775722
-124.85,46.75,0.0144601687788963
-124.75,46.75,0.0168418120592833
-124.65,46.75,0.0187876876443624
-124.55,46.75,0.0127824656665325
-124.45,46.75,0.00536997010931373
-124.35,46.75,0.00308450218290091
-124.25,46.75,0.0017669788794592
-124.15,46.75,0.00170640577562153
-131.65,46.65,0.00256381183862686
-131.55,46.65,0.00226701167412102
-131.45,46.65,0.00312116811983287
-131.35,46.65,0.00402886560186744
-131.25,46.65,0.00293049914762378
-131.15,46.65,0.0025458331219852
-131.05,46.65,0.00230201869271696
-130.95,46.65,0.00207357387989759
-130.85,46.65,0.00199311808682978
-130.75,46.65,0.00201624375768006
-130.65,46.65,0.0019284556619823
-130.55,46.65,0.00189509522169828
-130.45,46.65,0.00216958927921951
-130.35,46.65,0.00316313398070633
-130.25,46.65,0.00301851565018296
-130.15,46.65,0.0018250138964504
-130.05,46.65,0.00106221984606236
-129.95,46.65,0.00108576263301075
-129.85,46.65,0.000936938507948071
-129.75,46.65,0.000937175180297345
-129.65,46.65,0.000967851432505995
-129.55,46.65,0.000900906103197485
-129.45,46.65,0.00109187292400748
-129.35,46.65,0.00106099480763078
-129.25,46.65,0.000928898632992059
-129.15,46.65,0.00087089097360149
-129.05,46.65,0.000727075501345098
-128.95,46.65,0.000627721543423831
-128.85,46.65,0.000521356065291911
-128.75,46.65,0.000433613575296476
-128.65,46.65,0.000425076577812433
-128.55,46.65,0.000395654118619859
-128.45,46.65,0.000377068819943815
-128.35,46.65,0.000375851232092828
-128.25,46.65,0.000382842641556635
-128.15,46.65,0.000418771174736321
-128.05,46.65,0.000460047798696905
-127.95,46.65,0.00044940848601982
-127.85,46.65,0.000460313953226432
-127.75,46.65,0.000494412786792964
-127.65,46.65,0.000552535464521497
-127.55,46.65,0.000597600475884974
-127.45,46.65,0.00065312854712829
-127.35,46.65,0.000711143016815186
-127.25,46.65,0.000814890780020505
-127.15,46.65,0.000862749817315489
-127.05,46.65,0.00087428733240813
-126.95,46.65,0.000876726233400404
-126.85,46.65,0.000860294618178159
-126.75,46.65,0.000870895979460329
-126.65,46.65,0.000829763361252844
-126.55,46.65,0.000719648087397218
-126.45,46.65,0.000722473720088601
-126.35,46.65,0.000611538824159652
-126.25,46.65,0.000748911465052515
-126.15,46.65,0.00194681086577475
-126.05,46.65,0.00420667883008718
-125.95,46.65,0.00572316441684961
-125.85,46.65,0.00621292553842068
-125.75,46.65,0.00596501724794507
-125.65,46.65,0.00509800389409065
-125.55,46.65,0.00579556683078408
-125.45,46.65,0.00944503117352724
-125.35,46.65,0.0100950095802546
-125.25,46.65,0.00950318947434425
-125.15,46.65,0.0117934765294194
-125.05,46.65,0.0121672814711928
-124.95,46.65,0.0113484496250749
-124.85,46.65,0.0117756966501474
-124.75,46.65,0.0133452154695988
-124.65,46.65,0.0173758827149868
-124.55,46.65,0.0164486542344093
-124.45,46.65,0.00835346896201372
-124.35,46.65,0.00388242886401713
-124.25,46.65,0.0018305447883904
-124.15,46.65,0.00164535793010145
-124.05,46.65,0.0020584196317941
-131.65,46.55,0.00244788196869195
-131.55,46.55,0.00220607803203166
-131.45,46.55,0.00257216393947601
-131.35,46.55,0.00282373977825046
-131.25,46.55,0.00228012213483453
-131.15,46.55,0.00202886643819511
-131.05,46.55,0.00259500183165073
-130.95,46.55,0.00284860818646848
-130.85,46.55,0.0022373921237886
-130.75,46.55,0.00179155101068318
-130.65,46.55,0.00164861150551587
-130.55,46.55,0.00155519787222147
-130.45,46.55,0.00184978800825775
-130.35,46.55,0.00288287457078695
-130.25,46.55,0.00305909267626703
-130.15,46.55,0.00286311004310846
-130.05,46.55,0.00152372138109058
-129.95,46.55,0.00150103867053986
-129.85,46.55,0.00120831571985036
-129.75,46.55,0.00123703281860799
-129.65,46.55,0.00136008870322257
-129.55,46.55,0.00120890012476593
-129.45,46.55,0.00108842505142093
-129.35,46.55,0.00102554308250546
-129.25,46.55,0.000766394136007875
-129.15,46.55,0.000732138811144978
-129.05,46.55,0.000593944219872355
-128.95,46.55,0.000509799865540117
-128.85,46.55,0.000441761600086465
-128.75,46.55,0.000380213314201683
-128.65,46.55,0.000387633859645575
-128.55,46.55,0.000384015002055094
-128.45,46.55,0.000380043900804594
-128.35,46.55,0.000387254316592589
-128.25,46.55,0.000407061161240563
-128.15,46.55,0.000442112446762621
-128.05,46.55,0.000484096875879914
-127.95,46.55,0.00047590013127774
-127.85,46.55,0.00048128969501704
-127.75,46.55,0.000506572483573109
-127.65,46.55,0.000563978217542171
-127.55,46.55,0.000592950615100563
-127.45,46.55,0.000677049218211323
-127.35,46.55,0.000747741723898798
-127.25,46.55,0.000764154829084873
-127.15,46.55,0.000795570842456073
-127.05,46.55,0.000779153546318412
-126.95,46.55,0.000800311798229814
-126.85,46.55,0.000824751914478838
-126.75,46.55,0.000849857577122748
-126.65,46.55,0.000797232380136847
-126.55,46.55,0.000703882775269449
-126.45,46.55,0.000636775570455939
-126.35,46.55,0.000640643178485334
-126.25,46.55,0.000780054717324674
-126.15,46.55,0.00149414909537882
-126.05,46.55,0.00295870029367507
-125.95,46.55,0.00420604506507516
-125.85,46.55,0.00535338092595339
-125.75,46.55,0.00549730658531189
-125.65,46.55,0.00476460112258792
-125.55,46.55,0.00584410270676017
-125.45,46.55,0.00855429098010063
-125.35,46.55,0.00961313489824533
-125.25,46.55,0.00902917981147766
-125.15,46.55,0.009008863940835
-125.05,46.55,0.00960622727870941
-124.95,46.55,0.00961087364703417
-124.85,46.55,0.0094425231218338
-124.75,46.55,0.0108179915696383
-124.65,46.55,0.0149006135761738
-124.55,46.55,0.016435194760561
-124.45,46.55,0.0110959205776453
-124.35,46.55,0.00460074003785849
-124.25,46.55,0.00218067062087357
-124.15,46.55,0.00160622363910079
-131.65,46.45,0.00238296249881387
-131.55,46.45,0.00212376471608877
-131.45,46.45,0.00219549960456789
-131.35,46.45,0.00213887938298285
-131.25,46.45,0.001888896105811
-131.15,46.45,0.0017019659280777
-131.05,46.45,0.0018054754473269
-130.95,46.45,0.00183306215330958
-130.85,46.45,0.00178633094765246
-130.75,46.45,0.00203503854572773
-130.65,46.45,0.00199574092403054
-130.55,46.45,0.00201948988251388
-130.45,46.45,0.00212360662408173
-130.35,46.45,0.0026071525644511
-130.25,46.45,0.0026998957619071
-130.15,46.45,0.00299940281547606
-130.05,46.45,0.00208384799771011
-129.95,46.45,0.00153785920701921
-129.85,46.45,0.00143878511153162
-129.75,46.45,0.00158103473950177
-129.65,46.45,0.00180041999556124
-129.55,46.45,0.00133461435325444
-129.45,46.45,0.00112084194552153
-129.35,46.45,0.000898787577170879
-129.25,46.45,0.000663395097944885
-129.15,46.45,0.000612813979387283
-129.05,46.45,0.000490950653329492
-128.95,46.45,0.000437932496424764
-128.85,46.45,0.000398384581785649
-128.75,46.45,0.000363437167834491
-128.65,46.45,0.000356901378836483
-128.55,46.45,0.000369032961316407
-128.45,46.45,0.000376132084056735
-128.35,46.45,0.000392982852645218
-128.25,46.45,0.000421806937083602
-128.15,46.45,0.000454323017038405
-128.05,46.45,0.000482868403196335
-127.95,46.45,0.000498415378388017
-127.85,46.45,0.000497371715027839
-127.75,46.45,0.000527640804648399
-127.65,46.45,0.000574033183511347
-127.55,46.45,0.00061116850702092
-127.45,46.45,0.000657504482660443
-127.35,46.45,0.000685534789226949
-127.25,46.45,0.000684272032231092
-127.15,46.45,0.00066083058482036
-127.05,46.45,0.000665674277115613
-126.95,46.45,0.000681198842357844
-126.85,46.45,0.000704727252013981
-126.75,46.45,0.000758876500185579
-126.65,46.45,0.000740929564926773
-126.55,46.45,0.000683250778820366
-126.45,46.45,0.000632784445770085
-126.35,46.45,0.000724507379345596
-126.25,46.45,0.000845124770421535
-126.15,46.45,0.00118931534234434
-126.05,46.45,0.00190547981765121
-125.95,46.45,0.00313339894637465
-125.85,46.45,0.00398290064185858
-125.75,46.45,0.00475265923887491
-125.65,46.45,0.00472200848162174
-125.55,46.45,0.00511867366731167
-125.45,46.45,0.00662795314565301
-125.35,46.45,0.00860060006380081
-125.25,46.45,0.00938001554459333
-125.15,46.45,0.00846362300217152
-125.05,46.45,0.00826729368418455
-124.95,46.45,0.00846225675195456
-124.85,46.45,0.00852666608989239
-124.75,46.45,0.00954735185950994
-124.65,46.45,0.0119442483410239
-124.55,46.45,0.0156862158328295
-124.45,46.45,0.0114755984395742
-124.35,46.45,0.00439153285697103
-124.25,46.45,0.00214117905125022
-124.15,46.45,0.0016152182361111
-131.65,46.35,0.0020716639701277
-131.55,46.35,0.00240487931296229
-131.45,46.35,0.00261320313438773
-131.35,46.35,0.00273642060346901
-131.25,46.35,0.00274966959841549
-131.15,46.35,0.00271971500478685
-131.05,46.35,0.00265553826466203
-130.95,46.35,0.00257099396549165
-130.85,46.35,0.00201419182121754
-130.75,46.35,0.00155518401879817
-130.65,46.35,0.00237249257043004
-130.55,46.35,0.00273046083748341
-130.45,46.35,0.00258193979971111
-130.35,46.35,0.00254582054913044
-130.25,46.35,0.0024311407469213
-130.15,46.35,0.00244939117692411
-130.05,46.35,0.00291239540092647
-129.95,46.35,0.00212704995647073
-129.85,46.35,0.00221570627763867
-129.75,46.35,0.00240980950184166
-129.65,46.35,0.00200671586208045
-129.55,46.35,0.00133403553627431
-129.45,46.35,0.00123270135372877
-129.35,46.35,0.000807308999355882
-129.25,46.35,0.000581178173888475
-129.15,46.35,0.000542167632374913
-129.05,46.35,0.000434792542364448
-128.95,46.35,0.000439010706031695
-128.85,46.35,0.000438844290329143
-128.75,46.35,0.000431239051977172
-128.65,46.35,0.000436882401118055
-128.55,46.35,0.000457210786407813
-128.45,46.35,0.000482520263176411
-128.35,46.35,0.000516117259394377
-128.25,46.35,0.000494721694849432
-128.15,46.35,0.00048278970643878
-128.05,46.35,0.000498453387990594
-127.95,46.35,0.000510962272528559
-127.85,46.35,0.000521933077834547
-127.75,46.35,0.00055689481087029
-127.65,46.35,0.00059773598331958
-127.55,46.35,0.000640679791104048
-127.45,46.35,0.000650487781967968
-127.35,46.35,0.000628501584287733
-127.25,46.35,0.000602757732849568
-127.15,46.35,0.000586722861044109
-127.05,46.35,0.000594844517763704
-126.95,46.35,0.000602525309659541
-126.85,46.35,0.00060543738072738
-126.75,46.35,0.000672038760967553
-126.65,46.35,0.000712258508428931
-126.55,46.35,0.000652896182145923
-126.45,46.35,0.000664453255012631
-126.35,46.35,0.000740384333766997
-126.25,46.35,0.000851778779178858
-126.15,46.35,0.00101828179322183
-126.05,46.35,0.00141491543035954
-125.95,46.35,0.00197682925499976
-125.85,46.35,0.00287646916694939
-125.75,46.35,0.00403580395504832
-125.65,46.35,0.00474556023254991
-125.55,46.35,0.00484822550788522
-125.45,46.35,0.00553232943639159
-125.35,46.35,0.00726406229659915
-125.25,46.35,0.0099857347086072
-125.15,46.35,0.0101380990818143
-125.05,46.35,0.0098268510773778
-124.95,46.35,0.00959501229226589
-124.85,46.35,0.00854174792766571
-124.75,46.35,0.00815588049590588
-124.65,46.35,0.0113183353096247
-124.55,46.35,0.0163355506956577
-124.45,46.35,0.0110525358468294
-124.35,46.35,0.00379532924853265
-124.25,46.35,0.00206900178454816
-124.15,46.35,0.0017088862368837
-131.65,46.25,0.000844890135340393
-131.55,46.25,0.00104153028223664
-131.45,46.25,0.00110917317215353
-131.35,46.25,0.00132953294087201
-131.25,46.25,0.00203264807350934
-131.15,46.25,0.00204740138724446
-131.05,46.25,0.00188799772877246
-130.95,46.25,0.00231444486416876
-130.85,46.25,0.00218022335320711
-130.75,46.25,0.00160712271463126
-130.65,46.25,0.00189625076018274
-130.55,46.25,0.00252614519558847
-130.45,46.25,0.00299096456728876
-130.35,46.25,0.00278657791204751
-130.25,46.25,0.00228008930571377
-130.15,46.25,0.00253367214463651
-130.05,46.25,0.00341363810002804
-129.95,46.25,0.00367305590771139
-129.85,46.25,0.00381962256506085
-129.75,46.25,0.00370489992201328
-129.65,46.25,0.00271093263290823
-129.55,46.25,0.00149848673027009
